sample_id,page_num,gt_id,pred_id,gt_label,pred_label,gt_eval_label,pred_eval_label,iou,gt_text,pred_text,gt_latex,pred_latex,gt_html,pred_html,gt_order,pred_order
docstructbench_llm-raw-scihub-o.O-s0167-8655_2801_2900019-8.pdf_10,1,8,p0001_b0003,table,table,table,table,0.9671602834984437,,"<table><tr><td rowspan=""2"">Dataset</td><td rowspan=""2"">Total size</td><td rowspan=""2"">Training items</td><td rowspan=""2"">Testing items</td><td rowspan=""2"">Continuous attributes</td><td rowspan=""2"">Nominal attributes</td><td rowspan=""2"">Total attributes</td><td colspan=""3"">Reduced attributes</td></tr><tr><td>IFN</td><td>Relief</td><td>ABB</td></tr><tr><td>Breast</td><td>699</td><td>465</td><td>234</td><td>9</td><td>0</td><td>9</td><td>3</td><td>2</td><td>3</td></tr><tr><td>Chess</td><td>3196</td><td>2155</td><td>1041</td><td>0</td><td>36</td><td>36</td><td>9</td><td>3</td><td>5</td></tr><tr><td>Credit</td><td>690</td><td>451</td><td>239</td><td>6</td><td>8</td><td>14</td><td>4</td><td>2</td><td>5</td></tr><tr><td>Diabetes</td><td>768</td><td>530</td><td>238</td><td>8</td><td>0</td><td>8</td><td>4</td><td>1</td><td>2</td></tr><tr><td>Glass</td><td>214</td><td>143</td><td>71</td><td>9</td><td>0</td><td>9</td><td>3</td><td>1</td><td>1</td></tr><tr><td>Heart</td><td>297</td><td>197</td><td>100</td><td>6</td><td>7</td><td>13</td><td>3</td><td>2</td><td>4</td></tr><tr><td>Iris</td><td>150</td><td>100</td><td>50</td><td>4</td><td>0</td><td>4</td><td>1</td><td>2</td><td>1</td></tr><tr><td>Liver</td><td>345</td><td>243</td><td>102</td><td>6</td><td>0</td><td>6</td><td>5</td><td>2</td><td>4</td></tr><tr><td>Lung-cancer</td><td>32</td><td>23</td><td>9</td><td>0</td><td>57</td><td>57</td><td>2</td><td>3</td><td>4</td></tr><tr><td>Wine</td><td>178</td><td>118</td><td>60</td><td>13</td><td>0</td><td>13</td><td>3</td><td>3</td><td>2</td></tr><tr><td>Average</td><td></td><td></td><td></td><td></td><td></td><td>16.9</td><td>3.70</td><td>2.10</td><td>3.10</td></tr><tr><td colspan=""7"">Average dimensionality reduction</td><td>78%</td><td>88%</td><td>82%</td></tr></table>","\begin{tabular}{|l|l|l|l|l|l|l|l|l|l|} \hline
\multirow{2}{*}{Dataset} & \multirow{2}{*}{Total size} & \multirow{2}{*}{Training items} & \multirow{2}{*}{Testing items} & \multirow{2}{*}{Continuous attributes} & \multirow{2}{*}{Nominal attributes} & \multirow{2}{*}{Total attributes} & \multicolumn{3}{c}{Reduced attributes} \\
 & & & & & & & IFN & Relief & ABB \\
Breast & 699 & 465 & 234 & 9 & 0 & 9 & 3 & 2 & 3 \\
Chess & 3196 & 2155 & 1041 & 0 & 36 & 36 & 9 & 3 & 5 \\
Credit & 690 & 451 & 239 & 6 & 8 & 14 & 4 & 2 & 5 \\
Diabetes & 768 & 530 & 238 & 8 & 0 & 8 & 4 & 1 & 2 \\
Glass & 214 & 143 & .71 & 9 & 0 & 9 & 3 & 1 & 1 \\
Heart & 297 & 197 & 100 & 6 & 7 & 13 & 3 & 2 & 4 \\
Iris & 150 & 100 & 50 & 4 & 0 & 4 & 1 & 2 & 1 \\
Liver & 345 & 243 & 102 & 6 & 0 & 6 & 5 & 2 & 4 \\
Lung-cancer & 32 & 23 & 9 & 0 & 57 & 57 & 2 & 3 & 4 \\
Wine & 178 & 118 & 60 & 13 & 0 & 13 & 3 & 3 & 2 \\
Average & & & & & & 16.9 & 3.70 & 2.10 & 3.10 \\
\multicolumn{6}{l}{Average dimensionality reduction} & & 78\% & 82\% & 82\%\\ \hline
\end{tabular}
",,"<table>
<thead>
<tr>
 <th rowspan=""2"">Dataset</th>
 <th rowspan=""2"">Total size</th>
 <th rowspan=""2"">Training items</th>
 <th rowspan=""2"">Testing items</th>
 <th rowspan=""2"">Continuous attributes</th>
 <th rowspan=""2""> Nominal attributes</th>
 <th rowspan=""2"">Total attributes</th>
 <th colspan=""3"">Reduced attributes</th>
</tr>
<tr>
 <th>IFN</th>
 <th>Relief</th>
 <th>ABB</th>
</tr>
</thead>
<tbody>
<tr>
 <td>Breast</td>
 <td>699</td>
 <td>465</td>
 <td>234 </td>
 <td>9</td>
 <td>0</td>
 <td>9</td>
 <td>3</td>
 <td>2</td>
 <td>3</td>
</tr>
<tr>
 <td>Chess</td>
 <td>3196</td>
 <td>2155</td>
 <td>1041</td>
 <td>0</td>
 <td>36</td>
 <td>36</td>
 <td>9</td>
 <td>3</td>
 <td>5</td>
</tr>
<tr>
 <td>Credit</td>
 <td>690</td>
 <td>451</td>
 <td>239</td>
 <td>6</td>
 <td>8</td>
 <td>14</td>
 <td>4</td>
 <td>2 </td>
 <td>5</td>
</tr>
<tr>
 <td>Diabetes</td>
 <td>768</td>
 <td>530</td>
 <td>238</td>
 <td>8</td>
 <td>0</td>
 <td>8</td>
 <td>4</td>
 <td>1</td>
 <td>2 </td>
</tr>
<tr>
 <td>Glass</td>
 <td>214</td>
 <td>143</td>
 <td>.71</td>
 <td>9</td>
 <td>0</td>
 <td>9</td>
 <td>3</td>
 <td>1</td>
 <td>1</td>
</tr>
<tr>
 <td>Heart</td>
 <td>297</td>
 <td>197</td>
 <td>100</td>
 <td>6</td>
 <td>7</td>
 <td>13 </td>
 <td>3</td>
 <td>2</td>
 <td>4</td>
</tr>
<tr>
 <td>Iris</td>
 <td>150</td>
 <td>100</td>
 <td>50</td>
 <td>4</td>
 <td>0</td>
 <td>4</td>
 <td>1</td>
 <td>2</td>
 <td>1</td>
</tr>
<tr>
 <td>Liver</td>
 <td>345</td>
 <td>243</td>
 <td>102</td>
 <td>6</td>
 <td>0</td>
 <td>6</td>
 <td>5</td>
 <td>2</td>
 <td>4</td>
</tr>
<tr>
 <td>Lung-cancer</td>
 <td>32 </td>
 <td>23</td>
 <td>9</td>
 <td>0</td>
 <td> 57 </td>
 <td> 57 </td>
 <td>2</td>
 <td>3</td>
 <td>4</td>
</tr>
<tr>
 <td>Wine</td>
 <td>178</td>
 <td>118</td>
 <td>60</td>
 <td>13 </td>
 <td>0</td>
 <td>13 </td>
 <td>3</td>
 <td>3</td>
 <td>2</td>
</tr>
<tr>
 <td>Average</td>
 <td></td>
 <td></td>
 <td></td>
 <td></td>
 <td></td>
 <td>16.9</td>
 <td>3.70</td>
 <td>2.10</td>
 <td>3.10</td>
</tr>
<tr>
 <td colspan=""6"">Average dimensionality reduction</td>
 <td></td>
 <td>78%</td>
 <td>82%</td>
 <td>82%</td>
</tr>
</tbody>
</table>","<table><tr><td rowspan=""2"">Dataset</td><td rowspan=""2"">Total size</td><td rowspan=""2"">Training items</td><td rowspan=""2"">Testing items</td><td rowspan=""2"">Continuous attributes</td><td rowspan=""2"">Nominal attributes</td><td rowspan=""2"">Total attributes</td><td colspan=""3"">Reduced attributes</td></tr><tr><td>IFN</td><td>Relief</td><td>ABB</td></tr><tr><td>Breast</td><td>699</td><td>465</td><td>234</td><td>9</td><td>0</td><td>9</td><td>3</td><td>2</td><td>3</td></tr><tr><td>Chess</td><td>3196</td><td>2155</td><td>1041</td><td>0</td><td>36</td><td>36</td><td>9</td><td>3</td><td>5</td></tr><tr><td>Credit</td><td>690</td><td>451</td><td>239</td><td>6</td><td>8</td><td>14</td><td>4</td><td>2</td><td>5</td></tr><tr><td>Diabetes</td><td>768</td><td>530</td><td>238</td><td>8</td><td>0</td><td>8</td><td>4</td><td>1</td><td>2</td></tr><tr><td>Glass</td><td>214</td><td>143</td><td>71</td><td>9</td><td>0</td><td>9</td><td>3</td><td>1</td><td>1</td></tr><tr><td>Heart</td><td>297</td><td>197</td><td>100</td><td>6</td><td>7</td><td>13</td><td>3</td><td>2</td><td>4</td></tr><tr><td>Iris</td><td>150</td><td>100</td><td>50</td><td>4</td><td>0</td><td>4</td><td>1</td><td>2</td><td>1</td></tr><tr><td>Liver</td><td>345</td><td>243</td><td>102</td><td>6</td><td>0</td><td>6</td><td>5</td><td>2</td><td>4</td></tr><tr><td>Lung-cancer</td><td>32</td><td>23</td><td>9</td><td>0</td><td>57</td><td>57</td><td>2</td><td>3</td><td>4</td></tr><tr><td>Wine</td><td>178</td><td>118</td><td>60</td><td>13</td><td>0</td><td>13</td><td>3</td><td>3</td><td>2</td></tr><tr><td>Average</td><td></td><td></td><td></td><td></td><td></td><td>16.9</td><td>3.70</td><td>2.10</td><td>3.10</td></tr><tr><td colspan=""7"">Average dimensionality reduction</td><td>78%</td><td>88%</td><td>82%</td></tr></table>",2.0,3
docstructbench_llm-raw-scihub-o.O-s0167-8655_2801_2900019-8.pdf_10,1,0,p0001_b0004,text_block,paragraph,text,text,0.9615341494806705,"types, ranging from purely continuous to purely nominal attribute domains. In the last three columns, we show the number of attributes selected by the information-theoretic algorithm (IFN) and by the two alternative feature selection methods (Relief and ABB).","types, ranging from purely continuous to purely nominal attribute domains. In the last three columns, we show the number of attributes selected by the information-theoretic algorithm (IFN) and by the two alternative feature selection methods (Relief and ABB).",,,,,3.0,4
docstructbench_llm-raw-scihub-o.O-s0167-8655_2801_2900019-8.pdf_10,1,4,p0001_b0005,text_block,paragraph,text,text,0.9682433259230163,"To evaluate the effect of each method on the performance of a standard decision-tree classifier (C4.5), we have randomly partitioned the datasets into training and validation records, using the standard 2/3:1/3 ratio. Only the training examples were used in the feature selection process. For each dataset, the C4.5 algorithm (Quinlan, 1993, 1996) has been trained on the following four subsets of features:","To evaluate the effect of each method on the performance of a standard decision-tree classifier (C4.5), we have randomly partitioned the datasets into training and validation records, using the standard 2/3:1/3 ratio. Only the training examples were used in the feature selection process. For each dataset, the C4.5 algorithm (Quinlan, 1993, 1996) has been trained on the following four subsets of features:",,,,,4.0,5
docstructbench_llm-raw-scihub-o.O-s0167-8655_2801_2900019-8.pdf_10,1,11,p0001_b0010,text_block,paragraph,text,text,0.9874339667970372,"We have also evaluated the performance of the classification model built directly by IFN (see Section 2.3). This model is based on the same features as ""C4.5 after IFN"", but the model structure may be different due to the IFN restriction of using the same feature at all splits of each layer. The error rate of all models has been measured on the same validation sets. We have also calculated the lower and upper bounds of the 95% confidence interval for the error rate of C4.5 with a full set of features and compared statistically the error rates after different feature selection methods to this ""base'' error rate. The comparison was based on the normal approximation of the binomial distribution.",,,,,,10.0,10
docstructbench_llm-raw-scihub-o.O-s0167-8655_2801_2900019-8.pdf_10,1,7,p0001_b0012,text_block,paragraph,text,text,0.9712114652606918,"The last row of Table 1 shows the average dimensionality reduction due to each one of the feature selection methods used (IFN, Relief, and ABB). All the methods tend to remove more than 3/4 of the available features. The best dimensionality reducer is Relief, which considers as relevant only 12% of features (on average). IFN removes the least number of features (average dimensionality reduction of 78% ). These results suggest that the relevance of some features to the target may be revealed only by a feature selection procedure, which is able to evaluate subsets of features (like","The last row of Table 1 shows the average dimensionality reduction due to each one of the feature selection methods used (IFN, Relief, and ABB). All the methods tend to remove more than 3/4 of the available features. The best dimensionality reducer is Relief, which considers as relevant only 12% of features (on average). IFN removes the least number of features (average dimensionality reduction of 78%). These results suggest that the relevance of some features to the target may be revealed only by a feature selection procedure, which is able to evaluate subsets of features (like",,,,,12.0,12
docstructbench_llm-raw-scihub-o.O-s0167-8655_2801_2900019-8.pdf_10,1,6,p0001_b0011,title,heading,title,title,0.7266761066360451,3.2. Analysis of results,3.2. Analysis of results,,,,,11.0,11
docstructbench_llm-raw-the-eye-o.O-ST-169-R1-072694.pdf_76,1,4,p0001_b0004,figure_caption,caption,caption,caption,0.8514954783329172,Figure 3.13 Peripheral Control Status,Figure 3.13 Peripheral Control Status,,,,,5.0,4
docstructbench_llm-raw-the-eye-o.O-ST-169-R1-072694.pdf_76,1,5,p0001_b0003,figure,figure,figure,figure,0.987194598203223,,,,,,,4.0,3
docstructbench_llm-raw-the-eye-o.O-ST-169-R1-072694.pdf_76,1,2,p0001_b0002,text_block,paragraph,text,text,0.9400490743597222,"The SMPC outputs the peripheral control status to the status register (SR) when the SMPC control mode is used. The status register (SR) is a register that can be read without regard for the INTBACK command. However, when the register is read when the INTBACK command is not in use, all bits except the RESB bit will be undefined.","The SMPC outputs the peripheral control status to the status register (SR) when the SMPC control mode is used. The status register (SR) is a register that can be read without regard for the INTBACK command. However, when the register is read when the INTBACK command is not in use, all bits except the RESB bit will be undefined.",,,,,3.0,2
docstructbench_llm-raw-the-eye-o.O-ST-169-R1-072694.pdf_76,1,1,p0001_b0000,title,heading,title,title,0.8994351599609319,Result Parameter Details,Result Parameter Details,,,,,1.0,0
docstructbench_llm-raw-the-eye-o.O-ST-169-R1-072694.pdf_76,1,6,p0001_b0001,title,heading,title,title,0.8884556916888899,Peripheral Control Status,Peripheral Control Status,,,,,2.0,1
newspaper_2a6b4fa088699701a6fa9ccecfb5c25d_1,1,11,p0001_b0017,table,table,table,table,0.9453499847167992,,"<table><tr><td>Common name</td><td>Scientific name</td><td>Where listed</td><td>Status</td><td>Listing citations and applicable rules</td></tr><tr><td>CLAMS</td><td>Medionidus walkeri ..... Wherever found .....</td><td>T</td><td>81 FR [Insert Federal Register page where the document begins]; October 6, 2016.</td><td></td></tr></table>","\begin{tabular}{|l|l|l|l|l|l|l|l|l|l|} \hline
\multicolumn{2}{|c|}{Common name} & \multicolumn{2}{c|}{Scientific name} & \multicolumn{2}{c|}{Where listed} & \multicolumn{2}{c|}{Status} & \multicolumn{2}{c|}{Listing citations and applicable rules} \\ \hline
\multirow{2}{*}{CLAMS} & $\cdot$ & $\cdot$ & $\cdot$ & & $\cdot$ & & $\cdot$ & $\cdot$ & $\cdot$ \\ \cline{2-10} 
 & $\cdot$ & $\cdot$ & $\cdot$ & & $\cdot$ & & $\cdot$ & $\cdot$ & $\cdot$ \\ \hline
\multicolumn{2}{|l|}{Moccasinshell, Suwan- nee.} & \multicolumn{2}{l|}{Medionidus walkeri ......} & \multicolumn{2}{l|}{Wherever found ......} & T & & \multicolumn{2}{l|}{81 FR [Insert Federal Register page where the document begins]: October 6, 2016.} \\ \hline
\multicolumn{2}{|l|}{$\cdot$} & $\cdot$ & $\cdot$ & & $\cdot$ & & $\cdot$ & $\cdot$ & $\cdot$ \\ \hline
\end{tabular}
",,"<table>
<thead>
<tr>
 <th colspan=""2"">Common name</th>
 <th colspan=""2"">Scientific name</th>
 <th colspan=""2"">Where listed</th>
 <th colspan=""2"">Status</th>
 <th colspan=""2"">Listing citations and applicable rules</th>
</tr>
</thead>
<tbody>
<tr>
 <td rowspan=""2"">CLAMS</td>
 <td>$\cdot$</td>
 <td>$\cdot$</td>
 <td>$\cdot$</td>
 <td></td>
 <td>$\cdot$</td>
 <td></td>
 <td>$\cdot$</td>
 <td>$\cdot$</td>
 <td>$\cdot$</td>
</tr>
<tr>
 <td>$\cdot$</td>
 <td>$\cdot$</td>
 <td>$\cdot$</td>
 <td></td>
 <td>$\cdot$</td>
 <td></td>
 <td>$\cdot$</td>
 <td>$\cdot$</td>
 <td>$\cdot$</td>
</tr>
<tr>
 <td colspan=""2"">Moccasinshell, Suwan- nee.</td>
 <td colspan=""2"">Medionidus walkeri ......</td>
 <td colspan=""2"">Wherever found ......</td>
 <td>T</td>
 <td></td>
 <td colspan=""2"">81 FR [Insert Federal Register page where the document begins]: October 6, 2016.</td>
</tr>
<tr>
 <td colspan=""2"">$\cdot$</td>
 <td>$\cdot$</td>
 <td>$\cdot$</td>
 <td></td>
 <td>$\cdot$</td>
 <td></td>
 <td>$\cdot$</td>
 <td>$\cdot$</td>
 <td>$\cdot$</td>
</tr>
</tbody>
</table>","<table><tr><td>Common name</td><td>Scientific name</td><td>Where listed</td><td>Status</td><td>Listing citations and applicable rules</td></tr><tr><td>CLAMS</td><td>Medionidus walkeri ..... Wherever found .....</td><td>T</td><td>81 FR [Insert Federal Register page where the document begins]; October 6, 2016.</td><td></td></tr></table>",15.0,17
newspaper_2a6b4fa088699701a6fa9ccecfb5c25d_1,1,0,p0001_b0029,table,table,table,table,0.9492642981027509,,<table><tr><td>Species</td><td>Docket No.</td></tr><tr><td>Arizona treefrog (Huachuca-Canelo population) .....</td><td>FWS-R2-ES-2016-0111.</td></tr><tr><td>Arkansas darter .....</td><td>FWS-R6-ES-2016-0113.</td></tr><tr><td>Black mudalia .....</td><td>FWS-R4-ES-2016-0112.</td></tr><tr><td>Highlands tiger beetle .....</td><td>FWS-R4-ES-2016-0114.</td></tr><tr><td>Dichanthelium (-panicum) hirstii (Hirst Brothers&#x27; panic grass) .....</td><td>FWS-R5-ES-2016-0105.</td></tr><tr><td>Kentucky cave beetles (Louisville cave beetle and Tatum Cave beetle) .....</td><td>FWS-R4-ES-2016-0115.</td></tr><tr><td>Relict leopard frog .....</td><td>FWS-R8-ES-2016-0116.</td></tr><tr><td>Sicklefin redhorse sucker .....</td><td>FWS-R4-ES-2016-0117.</td></tr><tr><td>Stephan&#x27;s riffle beetle .....</td><td>FWS-R2 ES-2016-0118.</td></tr></table>,"\begin{tabular}{|l|l|} \hline
Species & Docket No. \\ \hline
Arizona treefrog (Huachuca-Canelo population) ...... & FWS-R2-ES-2016-0111. \\ \hline
Arkansas darter ...... & FWS-R6-ES-2016-0113. \\ \hline
Black mudalia ...... & FWS-R4-ES-2018-0112. \\ \hline
Highlands tiger beetle ...... & FWS-R4-ES-2016-0114. \\ \hline
Dichantheoum (-panicum) hirsln(Hirst Brothers' panic grass) ...... & FWS-R5-ES-2016-0105. \\ \hline
Kentucky cave beetles (Louisville cave beetle and Tatum Cave beetle) ...... & FWS-R4-ES-2016-0115. \\ \hline
Relict leopard frog ...... & FWS-R8-ES-2016-0116. \\ \hline
Sicklefin redhorse sucker ...... & FWS-R4-ES-2016-0117. \\ \hline
Stephan's riffle beetle ...... & FWS-R2 ES-2016-0118.
\\ \hline
\end{tabular}",,"<table>
<thead>
<tr>
 <th>Species</th>
 <th>Docket No.</th>
</tr>
</thead>
<tbody>
<tr>
 <td>Arizona treefrog (Huachuca-Canelo population) ......</td>
 <td>FWS-R2-ES-2016-0111.</td>
</tr>
<tr>
 <td>Arkansas darter ......</td>
 <td>FWS-R6-ES-2016-0113.</td>
</tr>
<tr>
 <td>Black mudalia ......</td>
 <td>FWS-R4-ES-2018-0112.</td>
</tr>
<tr>
 <td>Highlands tiger beetle ......</td>
 <td>FWS-R4-ES-2016-0114.</td>
</tr>
<tr>
 <td>Dichantheoum (-panicum) hirsln(Hirst Brothers' panic grass) ......</td>
 <td>FWS-R5-ES-2016-0105.</td>
</tr>
<tr>
 <td>Kentucky cave beetles (Louisville cave beetle and Tatum Cave beetle) ......</td>
 <td>FWS-R4-ES-2016-0115.</td>
</tr>
<tr>
 <td>Relict leopard frog ......</td>
 <td>FWS-R8-ES-2016-0116.</td>
</tr>
<tr>
 <td>Sicklefin redhorse sucker ......</td>
 <td>FWS-R4-ES-2016-0117.</td>
</tr>
<tr>
 <td>Stephan's riffle beetle ......</td>
 <td>FWS-R2 ES-2016-0118.</td>
</tr>
</tbody>
</table>",<table><tr><td>Species</td><td>Docket No.</td></tr><tr><td>Arizona treefrog (Huachuca-Canelo population) .....</td><td>FWS-R2-ES-2016-0111.</td></tr><tr><td>Arkansas darter .....</td><td>FWS-R6-ES-2016-0113.</td></tr><tr><td>Black mudalia .....</td><td>FWS-R4-ES-2016-0112.</td></tr><tr><td>Highlands tiger beetle .....</td><td>FWS-R4-ES-2016-0114.</td></tr><tr><td>Dichanthelium (-panicum) hirstii (Hirst Brothers&#x27; panic grass) .....</td><td>FWS-R5-ES-2016-0105.</td></tr><tr><td>Kentucky cave beetles (Louisville cave beetle and Tatum Cave beetle) .....</td><td>FWS-R4-ES-2016-0115.</td></tr><tr><td>Relict leopard frog .....</td><td>FWS-R8-ES-2016-0116.</td></tr><tr><td>Sicklefin redhorse sucker .....</td><td>FWS-R4-ES-2016-0117.</td></tr><tr><td>Stephan&#x27;s riffle beetle .....</td><td>FWS-R2 ES-2016-0118.</td></tr></table>,28.0,29
newspaper_2a6b4fa088699701a6fa9ccecfb5c25d_1,1,2,p0001_b0002,text_block,paragraph,text,text,0.9786493062365875,"the Interior's manual at 512 DM 2. we readily acknowledge our responsibility to communicate meaningfully with recognized Federal Tribes on a govermment-to-govermment basis.In accordance with Secretarial Order 3206 of June 5.1997 (American Indian Triha Rights, Federal-Tribal Trust Responsibilities, and the Endangered Species Act),we readilv acknowledge our responsibilities to work directly with tribes in developing programs for healthy ecosystems, to acknowlledge thal tribal lands are not subject to the same controls as Federal publie lands, to remain sensitive to Indian culture, and to make information available to tribes. The Suwannee moccasinshell is not known to oocur within any tribal lands or walers.","the Interior’s manual at 512 DM 2, we readily acknowledge our responsibility to communicate meaningfully with recognized Federal Tribes on a government-to-government basis. In accordance with Secretarial Order 3206 of June 5, 1997 (American Indian Tribal Rights, Federal-Tribal Trust Responsibilities, and the Endangered Species Act), we readily acknowledge our responsibilities to work directly with tribes in developing programs for healthy ecosystems, to acknowledge that tribal lands are not subject to the same controls as Federal public lands, to remain sensitive to Indian culture, and to make information available to tribes. The Suwannee moccasinshell is not known to occur within any tribal lands or waters.",,,,,1.0,2
newspaper_2a6b4fa088699701a6fa9ccecfb5c25d_1,1,3,p0001_b0004,text_block,paragraph,text,text,0.9305205680181217,A complete list of references cited in this rulemaking is available on the Internet at http://www.regulotions.gov and upon request from the Panama City Ecological Servioes Field Office (see FOR FURTHER INFORMATION CONTACT).,A complete list of references cited in this rulemaking is available on the Internet at http://www.regulations.gov and upon request from the Panama City Ecological Services Field Office (see FOR FURTHER INFORMATION CONTACT).,,,,,3.0,4
newspaper_2a6b4fa088699701a6fa9ccecfb5c25d_1,1,9,p0001_b0006,text_block,paragraph,text,text,0.9475558796818804,The primary authors of this final rule are the staff members of the Panama City Ecological Services Field Office.,The primary authors of this final rule are the staff members of the Panama City Ecological Services Field Office.,,,,,5.0,6
newspaper_2a6b4fa088699701a6fa9ccecfb5c25d_1,1,14,p0001_b0007,text_block,paragraph,text,text,0.9175552577535389,"Endangered and threatened species. Exports, Imports, Reporting and recordkeeping requirements, Transportation.","Endangered and threatened species,
Exports, Imports, Reporting and
recordkeeping requirements,
Transportation.",,,,,7.0,7
newspaper_2a6b4fa088699701a6fa9ccecfb5c25d_1,1,7,p0001_b0010,text_block,paragraph,text,text,0.8711900470828797,"Aceordingly, we amend part 17 , subchapter B of chapter I,title 50 of the Code of Federal Regulations,as follows:","Accordingly, we amend part 17, subchapter B of chapter I, title 50 of the Code of Federal Regulations, as follows:",,,,,9.0,10
newspaper_2a6b4fa088699701a6fa9ccecfb5c25d_1,1,25,p0001_b0014,text_block,paragraph,text,text,0.5016953892900422,"	 1. The authority citation for part 17 continues to read as follows: Authority: 16 U.S.C. 1361-1407: 15311544; 4201-4245; unless ofherwise noted.
/t2. Amend § 17.11[h] by adding an entry for ""Moccasinshell. Suwannee"" to the List of Endangered and Threatened Wildlife in alphabetical order under CLAMS to read as set forth below:","■ 2. Amend § 17.11(h) by adding an entry for “Moccasinshell, Suwannee” to the List of Endangered and Threatened Wildlife in alphabetical order under CLAMS to read as set forth below:",,,,,11.0,14
newspaper_2a6b4fa088699701a6fa9ccecfb5c25d_1,1,10,p0001_b0023,text_block,paragraph,text,text,0.768190969492345,AGENCY: Fish and Wildlife Service. Interior.,"AGENCY: Fish and Wildlife Service, Interior.
ACTION: Notice of 12-month petition findings.",,,,,22.0,23
newspaper_2a6b4fa088699701a6fa9ccecfb5c25d_1,1,12,p0001_b0024,text_block,paragraph,text,text,0.8757923863370881,ACTON: Notice of 12-month petition findings.,,,,,,23.0,24
newspaper_2a6b4fa088699701a6fa9ccecfb5c25d_1,1,15,p0001_b0025,text_block,paragraph,text,text,0.9713902724603516,"SUWHARY: We, the U.S. Fish and Wildlife Service (Service),announce 12month findings on petitions to list 10 species as endangered or threalened species under the Endangered Species Act of 1973, as amended (Act). After a review of the best available scientific and commercial information, we find that listingthe Huachuca-Canelo population of the Arizona treefrog, the Arkansas darter, black mudalia. Highlands tiger beetle, Dichanthelfum =(panicum) hirstii (Hirst Brothers"" panic grass). two Kentueky cave beetles (Louisville cave beelle and Tatum Gave beetle), relict leopard frog, sicklefin redhorse sucker, and Stephan's riffle beetle is not warranted at this time.","SUMMARY: We, the U.S. Fish and Wildlife Service (Service), announce 12-month findings on petitions to list 10 species as endangered or threatened species under the Endangered Species Act of 1973, as amended (Act). After a review of the best available scientific and commercial information, we find that listing the Huachuca-Canelo population of the Arizona treefrog, the Arkansas darter, black mudalia, Highlands tiger beetle, Dichanthelium (=panicum) hirstii (Hirst Brothers' panic grass), two Kentucky cave beetles (Louisville cave beetle and Tatum Cave beetle), relict leopard frog, sicklefin redhorse sucker, and Stephan's riffle beetle is not warranted at this time. However, we ask the public to submit to us at any time any new information that becomes available concerning the stressors to any of the 10 species listed above or their habitats.",,,,,24.0,25
newspaper_2a6b4fa088699701a6fa9ccecfb5c25d_1,1,13,p0001_b0026,text_block,paragraph,text,text,0.9459499316806255,"However, we ask the public to submit to us at any time any new information that beoomes available concerning the stressors to any of the 10 species listed above or their habitats.",,,,,,25.0,26
newspaper_2a6b4fa088699701a6fa9ccecfb5c25d_1,1,28,p0001_b0027,text_block,paragraph,text,text,0.9331374574159669,"DATES: The findings announced in this document were made on October 6, 2016.","DATES: The findings announced in this document were made on October 6, 2016.",,,,,26.0,27
newspaper_2a6b4fa088699701a6fa9ccecfb5c25d_1,1,17,p0001_b0028,text_block,paragraph,text,text,0.968107045687384,ADDRESSES: Detailed descriptions of the basis for each of these findings are available on the Internet at http:// www.regulafions.gov al the following docket numbers:,ADDRESSES: Detailed descriptions of the basis for each of these findings are available on the Internet at http://www.regulations.gov at the following docket numbers:,,,,,27.0,28
newspaper_2a6b4fa088699701a6fa9ccecfb5c25d_1,1,20,p0001_b0003,title,heading,title,title,0.8287978897502482,References Cited,References Cited,,,,,2.0,3
newspaper_2a6b4fa088699701a6fa9ccecfb5c25d_1,1,24,p0001_b0005,title,heading,title,title,0.8399446241042046,Authors,Authors,,,,,4.0,5
newspaper_2a6b4fa088699701a6fa9ccecfb5c25d_1,1,19,p0001_b0008,title,heading,title,title,0.8404306541794953,List of Subjects in 50 CFR Part 17,List of Subjects in 50 CFR Part 17,,,,,6.0,8
newspaper_2a6b4fa088699701a6fa9ccecfb5c25d_1,1,6,p0001_b0009,title,heading,title,title,0.8765422294714336,Regulation Promulgation,Regulation Promulgation,,,,,8.0,9
newspaper_2a6b4fa088699701a6fa9ccecfb5c25d_1,1,21,p0001_b0011,title,heading,title,title,0.8973258719205145,PART 17——ENDANGERED AND THREATENED WILDLIFE AND PLANTS,"PART 17—ENDANGERED AND
THREATENED WILDLIFE AND PLANTS",,,,,10.0,11
newspaper_baa51a22898f0d534a6c404ba8f12fb1_2,1,1,p0001_b0002,text_block,paragraph,text,text,0.925490803351985,compliance with 39 U.S.C. 3633(a). and an application for non-public treatment of certain materials. It also filed supporting financial workpapers.,"compliance with 39 U.S.C. 3633(a), and an application for non-public treatment of certain materials. It also filed supporting financial workpapers.",,,,,1.0,2
newspaper_baa51a22898f0d534a6c404ba8f12fb1_2,1,10,p0001_b0004,text_block,paragraph,text,text,0.9406326431052134,"The Commission establishes Docket Nos. MC201561 and CP201592 to consider the Request pertaining to the proposed Priority Mail Contract 128 product and the related contracl, respectively.","The Commission establishes Docket Nos. MC2015–61 and CP2015–92 to consider the Request pertaining to the proposed Priority Mail Contract 128 product and the related contract, respectively.",,,,,3.0,4
